file,comment,clean_comment,label,quality_score,quality_level
/content/pandas/pandas/core/generic.py,# CoW: Make sure reference is not kept alive,cow make sure reference is not kept alive,EXPLANATION,0.81,HIGH
/content/pandas/pandas/io/common.py,# Compression has been specified. Check that it's valid,compression has been specified check that its valid,EXPLANATION,0.71,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# just out of bounds,just out of bounds,EXPLANATION,0.7,HIGH
/content/pandas/pandas/core/series.py,# mpl hackaround,mpl hackaround,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# create an in memory store,create an in memory store,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/arrays/sparse/test_libsparse.py,# No index can be negative.,no index can be negative,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/io/json/test_ujson.py,# freq doesn't round-trip,freq doesnt roundtrip,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# case with intersection of length 1 but RangeIndex is not preserved,case with intersection of length  but rangeindex is not preserved,EXPLANATION,0.85,HIGH
/content/pandas/pandas/core/ops/array_ops.py,"#  which would incorrectly be treated as a datetime-NaT, so",which would incorrectly be treated as a datetimenat so,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,# We treat empty list as our own dtype.,we treat empty list as our own dtype,EXPLANATION,0.86,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,"# ""BaseOffset | None"", variable has type ""None"")",baseoffset  none variable has type none,EXPLANATION,0.53,MEDIUM
/content/pandas/pandas/tests/series/test_logical_ops.py,"# np.nan | True => np.nan, filled with False",npnan  true  npnan filled with false,EXPLANATION,0.8,HIGH
/content/pandas/pandas/tests/io/pytables/test_retain_attributes.py,# try to append a table with a different frequency,try to append a table with a different frequency,EXPLANATION,0.73,HIGH
/content/pandas/pandas/core/generic.py,"# Even if they have the same dtype, we can't consolidate them,",even if they have the same dtype we cant consolidate them,EXPLANATION,0.9,HIGH
/content/pandas/pandas/tests/io/pytables/test_read.py,# Test that the file is still open after a KeyError and that we can,test that the file is still open after a keyerror and that we can,EXPLANATION,0.92,HIGH
/content/pandas/pandas/tests/series/test_arithmetic.py,# assuming np.ndarray has the same index as the Series,assuming npndarray has the same index as the series,EXPLANATION,0.73,HIGH
/content/pandas/pandas/core/dtypes/dtypes.py,# make myself hashable,make myself hashable,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/arrays/floating/test_to_numpy.py,# default (with or without missing values) -> object dtype,default with or without missing values  object dtype,EXPLANATION,0.71,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,#  (first attempt at this was less performant than this implementation),first attempt at this was less performant than this implementation,EXPLANATION,0.76,HIGH
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# https://github.com/cython/cython/issues/1720,httpsgithubcomcythoncythonissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/frame/test_repr.py,# big one,big one,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/core/sorting.py,"# see TestDataFrameSortKey, TestRangeIndex::test_sort_values_key",see testdataframesortkey testrangeindextestsortvalueskey,EXPLANATION,0.15,LOW
/content/pandas/pandas/core/internals/construction.py,# e.g. if dtype is UInt32 then we want to cast Nones to NA instead of,eg if dtype is uint then we want to cast nones to na instead of,EXPLANATION,1.0,HIGH
/content/pandas/pandas/tests/extension/base/ops.py,#  same for __neg__/np.negative and __abs__/np.abs,same for negnpnegative and absnpabs,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/frame/methods/test_astype.py,"# GH 35973, GH#58998",gh  gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/io/pytables.py,"#  index, so we can infer that (as long as axis==1) we",index so we can infer that as long as axis we,EXPLANATION,0.94,HIGH
/content/pandas/pandas/tests/io/parser/test_network.py,# It's irrelevant here that this isn't actually a table.,its irrelevant here that this isnt actually a table,EXPLANATION,0.64,MEDIUM
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# https://stackoverflow.com/questions/24054495/potential-bug-setting-value-for-undefined-column-using-iloc,httpsstackoverflowcomquestionspotentialbugsettingvalueforundefinedcolumnusingiloc,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/series.py,"# error: Cannot override final attribute ""ndim"" (previously declared in base",error cannot override final attribute ndim previously declared in base,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/indexing/multiindex/test_sorted.py,# buglet with int typechecking,buglet with int typechecking,EXPLANATION,0.47,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,# Null Handling,null handling,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/resample/test_resample_api.py,# invalid names in the agg specification,invalid names in the agg specification,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/io/pytables.py,# with a zone,with a zone,EXPLANATION,0.65,MEDIUM
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# see gh-20353,see gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# reopen as read,reopen as read,EXPLANATION,0.46,MEDIUM
/content/pandas/pandas/tests/frame/test_repr.py,# https://github.com/pandas-dev/pandas/pull/24134/files,httpsgithubcompandasdevpandaspullfiles,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/series.py,"# Similar to Index.get_value, but we do not fall back to positional",similar to indexgetvalue but we do not fall back to positional,EXPLANATION,0.75,HIGH
/content/pandas/pandas/tests/frame/methods/test_combine_first.py,# TODO: this must be datetime64,todo this must be datetime,TODO,0.67,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,"# error: Argument 1 of ""__setitem__"" is incompatible with supertype",error argument  of setitem is incompatible with supertype,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,"# ""Literal['s', 'ms', 'us', 'ns']"")  [return-value]",literals ms us ns  returnvalue,DOCSTRING,0.41,MEDIUM
/content/pandas/doc/make.py,"# the import within the module, injecting it into the global namespace",the import within the module injecting it into the global namespace,EXPLANATION,0.75,HIGH
/content/pandas/pandas/tests/arrays/test_datetimes.py,#  tzawareness-match,tzawarenessmatch,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/arrays/datetimelike.py,"#  These are not part of the EA API, but we implement them because",these are not part of the ea api but we implement them because,EXPLANATION,0.95,HIGH
/content/pandas/pandas/core/indexers/utils.py,# Indexer Conversion,indexer conversion,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/frame/indexing/test_get.py,# see gh-5652,see gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/io/pytables.py,# from before we started storing timedelta64 unit,from before we started storing timedelta unit,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/io/pytables.py,# surface any assertion errors for e.g. debugging,surface any assertion errors for eg debugging,DEBUG,0.5,MEDIUM
/content/pandas/pandas/io/html.py,# try to parse the input in the simplest way,try to parse the input in the simplest way,EXPLANATION,0.92,HIGH
/content/pandas/pandas/core/internals/construction.py,# return axes or defaults,return axes or defaults,DOCSTRING,0.47,MEDIUM
/content/pandas/pandas/tests/test_algos.py,# use different NaN types for object column,use different nan types for object column,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/core/series.py,# Set the result's name after __finalize__ is called because __finalize__,set the results name after finalize is called because finalize,EXPLANATION,0.76,HIGH
/content/pandas/pandas/tests/copy_view/test_methods.py,# Original is unchanged,original is unchanged,EXPLANATION,0.18,LOW
/content/pandas/pandas/io/pytables.py,"# Because we are always 2D, there is only one new_index, so",because we are always d there is only one newindex so,EXPLANATION,0.94,HIGH
/content/pandas/pandas/tests/frame/test_query_eval.py,# these are not,these are not,EXPLANATION,0.65,MEDIUM
/content/pandas/pandas/tests/reshape/test_cut.py,#  the first entry here raises in array_to_datetime. Should truncate,the first entry here raises in arraytodatetime should truncate,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# Verify the handle was not wrapped in TextIOWrapper,verify the handle was not wrapped in textiowrapper,EXPLANATION,0.71,HIGH
/content/pandas/pandas/core/generic.py,# test_fillna_nonscalar,testfillnanonscalar,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/test_algos.py,# outside of reverse_indexer,outside of reverseindexer,EXPLANATION,0.15,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,"# ordered=False and ordered=None: CDT(., False) and CDT(., None)",orderedfalse and orderednone cdt false and cdt none,EXPLANATION,0.76,HIGH
/content/pandas/doc/make.py,"# the file can be an ipynb and not an rst, or docutils",the file can be an ipynb and not an rst or docutils,EXPLANATION,0.98,HIGH
/content/flask/tests/test_helpers.py,# Error when external=False with scheme,error when externalfalse with scheme,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/io/parquet.py,# We are disabling nullable dtypes for fastparquet pending discussion,we are disabling nullable dtypes for fastparquet pending discussion,EXPLANATION,0.59,MEDIUM
/content/pandas/pandas/io/pytables.py,# broadcast the indexes if needed,broadcast the indexes if needed,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# We have to use tm.assert_sp_array_equal. See GH #45126,we have to use tmassertsparrayequal see gh,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/io/pytables/test_compat.py,# # object dtype columns with strings get read as `str`,object dtype columns with strings get read as str,EXPLANATION,0.92,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# first in DD/MM/YYYY, second in MM/DD/YYYY",first in ddmmyyyy second in mmddyyyy,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[assignment],type ignoreassignment,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.3 10-11-12   [dayfirst=0, yearfirst=1] -> 2010-11-12 00:00:00",dayfirst yearfirst,EXPLANATION,0.49,MEDIUM
/content/requests/tests/test_lowlevel.py,"# Verify we receive an Authorization header in response, then redirect.",verify we receive an authorization header in response then redirect,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.2 20/12/21   [dayfirst=0, yearfirst=1] -> 2020-12-21 00:00:00",dayfirst yearfirst,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/io/pytables.py,# version requirements,version requirements,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/series.py,# GH#47500 - change to TypeError to match other methods,gh  change to typeerror to match other methods,EXPLANATION,0.76,HIGH
/content/pandas/pandas/core/internals/construction.py,# be copied when consolidating the blocks,be copied when consolidating the blocks,EXPLANATION,0.53,MEDIUM
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype,EXPLANATION,0.28,LOW
/content/pandas/pandas/core/indexes/period.py,# Index Constructors,index constructors,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/frame/methods/test_astype.py,# GH7271 & GH16717,gh  gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/12649,httpsgithubcompandasdevpandasissues,EXPLANATION,0.05,LOW
/content/pandas/pandas/io/pytables.py,# For datetime64tz we need to drop the TZ in tests TODO: why?,for datetimetz we need to drop the tz in tests todo why,TODO,0.98,HIGH
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df2 triggers a copy-on-write for that column / block,mutating df triggers a copyonwrite for that column  block,EXPLANATION,0.73,HIGH
/content/pandas/pandas/tests/indexes/period/test_partial_slicing.py,# monotonic,monotonic,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,"# Because left and right have the same length and are unique,",because left and right have the same length and are unique,EXPLANATION,0.98,HIGH
/content/pandas/pandas/io/pytables.py,# write the name,write the name,EXPLANATION,0.65,MEDIUM
/content/pandas/pandas/core/tools/numeric.py,# to a numerical dtype and if a downcast method has been specified,to a numerical dtype and if a downcast method has been specified,EXPLANATION,0.8,HIGH
/content/pandas/pandas/tests/indexes/base_class/test_setops.py,# (same results for py2 and py3 but sortedness not tested elsewhere),same results for py and py but sortedness not tested elsewhere,EXPLANATION,0.86,HIGH
/content/pandas/pandas/tests/arrays/floating/test_to_numpy.py,#  values-dependent behavior?,valuesdependent behavior,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/arrays/datetimelike.py,#  are present in this file.,are present in this file,EXPLANATION,0.75,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,# do not cache or you'll create a memory leak,do not cache or youll create a memory leak,EXPLANATION,0.87,HIGH
/content/pandas/pandas/tests/arithmetic/test_string.py,# ensure operation is commutative,ensure operation is commutative,EXPLANATION,0.2,LOW
/content/pandas/pandas/core/ops/array_ops.py,# Masking NA values and fallbacks for operations numpy does not support,masking na values and fallbacks for operations numpy does not support,EXPLANATION,0.79,HIGH
/content/pandas/pandas/core/internals/construction.py,#  numpy would have done it for us.,numpy would have done it for us,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/test_algos.py,# could be casted to float64,could be casted to float,EXPLANATION,0.75,HIGH
/content/pandas/pandas/tests/indexes/interval/test_astype.py,# int64 -> uint64 fails with negative values,int  uint fails with negative values,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# cases with only reaching one end of left,cases with only reaching one end of left,EXPLANATION,0.81,HIGH
/content/pandas/pandas/tests/window/test_timeseries_window.py,# test as a frame,test as a frame,EXPLANATION,0.7,HIGH
/content/pandas/pandas/core/indexers/objects.py,"# if windows is variable, default is 'right', otherwise default is 'both'",if windows is variable default is right otherwise default is both,EXPLANATION,0.75,HIGH
/content/pandas/pandas/core/generic.py,"# GH#44417 cast to Series so we can use .iat below, which will be",gh cast to series so we can use iat below which will be,EXPLANATION,0.98,HIGH
/content/pandas/pandas/io/parsers/python_parser.py,# Read first row after header to check if data are longer,read first row after header to check if data are longer,EXPLANATION,0.9,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,# as is_integer returns True for these,as isinteger returns true for these,DOCSTRING,0.67,MEDIUM
/content/pandas/pandas/io/pytables.py,# making an Index instance could throw a number of different errors,making an index instance could throw a number of different errors,EXPLANATION,0.79,HIGH
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# width < 8 and only contain integral values.,width   and only contain integral values,EXPLANATION,0.53,MEDIUM
/content/pandas/pandas/core/sorting.py,"# sorter _should_ already be intp, but mypy is not yet able to verify",sorter should already be intp but mypy is not yet able to verify,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/series/test_logical_ops.py,"# GH#22092, GH#19792 pre-2.0 these were aliased to setops",gh gh pre these were aliased to setops,EXPLANATION,0.9,HIGH
/content/pandas/pandas/core/reshape/melt.py,# We can't concat empty list. (GH 46044),we cant concat empty list gh,EXPLANATION,0.74,HIGH
/content/pandas/pandas/core/series.py,# create/copy the manager,createcopy the manager,EXPLANATION,0.18,LOW
/content/pandas/pandas/core/generic.py,# Action Methods,action methods,EXPLANATION,0.28,LOW
/content/pandas/pandas/__init__.py,# Let users know if they're missing any of our hard dependencies,let users know if theyre missing any of our hard dependencies,EXPLANATION,0.79,HIGH
/content/pandas/pandas/tests/io/parser/common/test_chunksize.py,# Coercions should work without warnings.,coercions should work without warnings,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/core/series.py,# type: ignore[attr-defined],type ignoreattrdefined,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/extension/base/ops.py,# In _check_op we check that the result of a pointwise operation,in checkop we check that the result of a pointwise operation,EXPLANATION,0.82,HIGH
/content/pandas/pandas/io/pytables.py,"# mypy doesn't recognize DataFrame._AXIS_NAMES, so we re-write it here",mypy doesnt recognize dataframeaxisnames so we rewrite it here,EXPLANATION,0.73,HIGH
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# Determined by cat ordering.,determined by cat ordering,EXPLANATION,0.37,LOW
/content/pandas/pandas/io/parsers/python_parser.py,# type specified in dtype param or cast_type is an EA,type specified in dtype param or casttype is an ea,DOCSTRING,0.93,HIGH
/content/pandas/pandas/core/internals/construction.py,# only force a copy now if copy=True was requested,only force a copy now if copytrue was requested,EXPLANATION,0.78,HIGH
/content/pandas/pandas/tests/test_algos.py,# ensure 42 is not casted to a string,ensure  is not casted to a string,EXPLANATION,0.8,HIGH
/content/pandas/asv_bench/benchmarks/inference.py,"# maybe_convert_numeric depends _exclusively_ on _libs, could",maybeconvertnumeric depends exclusively on libs could,EXPLANATION,0.3,LOW
/content/pandas/pandas/core/generic.py,# type: ignore[operator],type ignoreoperator,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/frame/methods/test_round.py,# See GH#14197,see gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/core/indexers/utils.py,# and will cause indexing errors.,and will cause indexing errors,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/frame/test_api.py,# But we didn't copy data,but we didnt copy data,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/config/test_config.py,# can't register an already registered option,cant register an already registered option,EXPLANATION,0.39,LOW
/content/pandas/pandas/core/dtypes/dtypes.py,"# error: Argument 1 to ""NumpyEADtype"" has incompatible type",error argument  to numpyeadtype has incompatible type,EXPLANATION,0.44,MEDIUM
/content/pandas/pandas/io/parquet.py,# this branch is used for example when reading from non-fsspec URLs,this branch is used for example when reading from nonfsspec urls,EXPLANATION,0.86,HIGH
/content/pandas/pandas/tests/io/parser/test_network.py,# more of an integration test due to the not-public contents portion,more of an integration test due to the notpublic contents portion,EXPLANATION,0.79,HIGH
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# NB. max datetime in SAS dataset is 31DEC9999:23:59:59.999,nb max datetime in sas dataset is dec,EXPLANATION,0.9,HIGH
/content/pandas/pandas/io/common.py,"# error: Argument 1 to ""LZMAFile"" has incompatible type ""Union[str,",error argument  to lzmafile has incompatible type unionstr,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/io/parquet.py,# write to single output file,write to single output file,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/copy_view/test_methods.py,# TODO: Make inplace by using out parameter of ndarray.round?,todo make inplace by using out parameter of ndarrayround,TODO,0.64,MEDIUM
/content/pandas/pandas/tests/io/json/test_ujson.py,# as it's encoded to signed.,as its encoded to signed,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/core/internals/construction.py,"# Here we do not convert numeric dtypes, as if we wanted that,",here we do not convert numeric dtypes as if we wanted that,EXPLANATION,0.91,HIGH
/content/pandas/pandas/tests/io/pytables/test_read.py,# GH 10392 - make sure column name is preserved,gh   make sure column name is preserved,EXPLANATION,0.8,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,# TODO: Deprecate this case,todo deprecate this case,TODO,0.47,MEDIUM
/content/pandas/pandas/tests/arrays/test_datetimes.py,"# The .value's would match (so they would compare as equal),",the values would match so they would compare as equal,EXPLANATION,0.93,HIGH
/content/pandas/pandas/io/pytables.py,# write the labels,write the labels,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-6607: sniff separator,see gh sniff separator,EXPLANATION,0.47,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,"# TODO: try to de-duplicate these, ensure identical behavior",todo try to deduplicate these ensure identical behavior,TODO,0.49,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.1 10-11-12   [dayfirst=0, yearfirst=1] -> 2010-11-12 00:00:00",dayfirst yearfirst,EXPLANATION,0.49,MEDIUM
/content/pandas/pandas/tests/series/test_logical_ops.py,# GH#9016: support bitwise op for integer types,gh support bitwise op for integer types,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/core/dtypes/dtypes.py,# Use pyarrow itemsize for fixed-width data types,use pyarrow itemsize for fixedwidth data types,EXPLANATION,0.74,HIGH
/content/pandas/pandas/tests/extension/test_sparse.py,"#  If we did, the 0-cases would xpass",if we did the cases would xpass,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/series/test_arithmetic.py,# DatetimeArray or TimedeltaArray which is an ExtensionArray,datetimearray or timedeltaarray which is an extensionarray,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/test_algos.py,# we are expecting to return in the order,we are expecting to return in the order,DOCSTRING,0.76,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# Need at least 50 to ensure cache is used.,need at least  to ensure cache is used,EXPLANATION,0.9,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# so this test will not detect the regression introduced in #18666.,so this test will not detect the regression introduced in,EXPLANATION,0.85,HIGH
/content/pandas/pandas/tests/tools/test_to_datetime.py,# test proper behavior with errors,test proper behavior with errors,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# fallback casting, but not castable",fallback casting but not castable,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/tests/arrays/sparse/test_libsparse.py,# Indices must be strictly ascending.,indices must be strictly ascending,EXPLANATION,0.41,MEDIUM
/content/pandas/pandas/core/dtypes/dtypes.py,# pa.duration(unit).to_pandas_dtype() returns ns units,padurationunittopandasdtype returns ns units,DOCSTRING,0.2,LOW
/content/pandas/pandas/tests/dtypes/test_missing.py,"# np.nan vs float(""NaN"") we consider as matching",npnan vs floatnan we consider as matching,EXPLANATION,0.62,MEDIUM
/content/pandas/pandas/_typing.py,# applymap,applymap,EXPLANATION,0.23,LOW
/content/pandas/pandas/core/series.py,# Combination,combination,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# here, we pass on fill_value as a scalar directly; the expected value",here we pass on fillvalue as a scalar directly the expected value,EXPLANATION,0.73,HIGH
/content/pandas/pandas/core/generic.py,# GH 24704: self.items handles duplicate column names,gh  selfitems handles duplicate column names,EXPLANATION,0.53,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# NaN before integers with invalid date values,nan before integers with invalid date values,EXPLANATION,0.56,MEDIUM
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/tools/test_to_datetime.py,# The 3 tests below are locale-dependent.,the  tests below are localedependent,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/arrays/test_datetimes.py,# deprecated in favor of tz_localize,deprecated in favor of tzlocalize,EXPLANATION,0.33,LOW
/content/pandas/pandas/tests/series/test_logical_ops.py,# different length,different length,EXPLANATION,0.28,LOW
/content/pandas/pandas/tests/io/json/test_ujson.py,# Make sure explicit encode_html_chars=False works.,make sure explicit encodehtmlcharsfalse works,EXPLANATION,0.41,MEDIUM
/content/pandas/pandas/tests/strings/test_cat.py,# all-NA caller (only for Series),allna caller only for series,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# GH 14156 & GH 20445: argument will incur floating point errors,gh   gh  argument will incur floating point errors,EXPLANATION,0.71,HIGH
/content/pandas/pandas/tests/frame/test_query_eval.py,# GH7192: Note we need a large number of rows to ensure this,gh note we need a large number of rows to ensure this,EXPLANATION,0.98,HIGH
/content/pandas/pandas/tests/series/test_logical_ops.py,# TODO(infer_string) should this behave differently?,todoinferstring should this behave differently,TODO,0.41,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,# if self._freq is *not* None then we already inferred a freq,if selffreq is not none then we already inferred a freq,EXPLANATION,0.9,HIGH
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-14671,see gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/core/dtypes/dtypes.py,# partially-initialized,partiallyinitialized,EXPLANATION,0.05,LOW
/content/pandas/pandas/io/pytables.py,#  both self._filters and EA,both selffilters and ea,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/window/test_timeseries_window.py,# xref GH13965,xref gh,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/io/common.py,# Only for write methods,only for write methods,EXPLANATION,0.58,MEDIUM
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# complex filled with float,complex filled with float,EXPLANATION,0.69,MEDIUM
/content/pandas/pandas/tests/tools/test_to_datetime.py,# `tm.set_timezone` does not work in windows,tmsettimezone does not work in windows,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/io/pytables.py,# return the number of rows removed,return the number of rows removed,DOCSTRING,0.67,MEDIUM
/content/pandas/pandas/core/internals/construction.py,# 4) convert_non_numeric?,convertnonnumeric,EXPLANATION,0.05,LOW
/content/pandas/pandas/core/series.py,"# error: Variable ""pandas.core.series.Series.str"" is not valid as a type",error variable pandascoreseriesseriesstr is not valid as a type,EXPLANATION,0.64,MEDIUM
/content/pandas/pandas/core/internals/construction.py,# by definition an array here,by definition an array here,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/io/common.py,# close the most recently added buffer first,close the most recently added buffer first,EXPLANATION,0.68,MEDIUM
/content/pandas/pandas/core/generic.py,# Construction,construction,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/tools/test_to_datetime.py,"#  which fails. With errors=""coerce"" this becomes NaT.",which fails with errorscoerce this becomes nat,EXPLANATION,0.74,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,# GH#19124 pd.NaT is treated like a timedelta for both timedelta,gh pdnat is treated like a timedelta for both timedelta,EXPLANATION,1.0,HIGH
/content/pandas/pandas/tests/window/test_timeseries_window.py,# rolling time-series friendly,rolling timeseries friendly,EXPLANATION,0.32,LOW
/content/pandas/pandas/io/pytables.py,# needed for mypy,needed for mypy,EXPLANATION,0.6,MEDIUM
/content/pandas/pandas/core/arrays/datetimelike.py,"# We did a view to M8[ns] above, now we go the other direction",we did a view to mns above now we go the other direction,EXPLANATION,0.92,HIGH
/content/pandas/pandas/core/arrays/datetimelike.py,#  as ndarray[object],as ndarrayobject,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/extension/uuid/test_uuid.py,# ExtensionDtype overrides,extensiondtype overrides,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/tools/numeric.py,"# pandas support goes only to np.float32,",pandas support goes only to npfloat,EXPLANATION,0.67,MEDIUM
/content/pandas/pandas/core/series.py,#  see tests.series.timeseries.test_mpl_compat_hack,see testsseriestimeseriestestmplcompathack,EXPLANATION,0.1,LOW
/content/pandas/pandas/core/internals/construction.py,# type: ignore[arg-type],type ignoreargtype,EXPLANATION,0.28,LOW
/content/pandas/pandas/io/sas/sas7bdat.py,# unknown purpose,unknown purpose,EXPLANATION,0.28,LOW
/content/pandas/pandas/core/generic.py,# impact if attrs are not used; i.e. attrs is an empty dict.,impact if attrs are not used ie attrs is an empty dict,EXPLANATION,0.91,HIGH
/content/pandas/pandas/io/pytables.py,# construct groups of consecutive rows,construct groups of consecutive rows,EXPLANATION,0.5,MEDIUM
/content/pandas/pandas/core/generic.py,"# type: ignore[call-overload, misc]",type ignorecalloverload misc,EXPLANATION,0.32,LOW
/content/pandas/pandas/tests/copy_view/test_methods.py,# that guarantee,that guarantee,EXPLANATION,0.28,LOW
/content/pandas/pandas/core/series.py,# the asarray is needed to avoid returning a 2D DatetimeArray,the asarray is needed to avoid returning a d datetimearray,DOCSTRING,0.76,HIGH
/content/pandas/pandas/core/generic.py,# Indexing Methods,indexing methods,EXPLANATION,0.1,LOW
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# formatting,formatting,EXPLANATION,0.05,LOW
/content/pandas/pandas/tests/io/parser/test_na_values.py,# mismatched exception message,mismatched exception message,EXPLANATION,0.18,LOW
/content/pandas/pandas/tests/arrays/test_datetimes.py,# previously there was a bug where with non-pytz right would be,previously there was a bug where with nonpytz right would be,EXPLANATION,0.9,HIGH
