file,comment,clean_comment
/content/pandas/pandas/tests/extension/base/ops.py,#  same for __neg__/np.negative and __abs__/np.abs,same for negnpnegative and absnpabs
/content/pandas/pandas/tests/frame/methods/test_astype.py,"# GH 35973, GH#58998",gh  gh
/content/pandas/pandas/io/pytables.py,"#  index, so we can infer that (as long as axis==1) we",index so we can infer that as long as axis we
/content/pandas/pandas/tests/io/parser/test_network.py,# It's irrelevant here that this isn't actually a table.,its irrelevant here that this isnt actually a table
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# https://stackoverflow.com/questions/24054495/potential-bug-setting-value-for-undefined-column-using-iloc,httpsstackoverflowcomquestionspotentialbugsettingvalueforundefinedcolumnusingiloc
/content/pandas/pandas/core/series.py,"# error: Cannot override final attribute ""ndim"" (previously declared in base",error cannot override final attribute ndim previously declared in base
/content/pandas/pandas/tests/indexing/multiindex/test_sorted.py,# buglet with int typechecking,buglet with int typechecking
/content/pandas/pandas/core/arrays/datetimelike.py,# Null Handling,null handling
/content/pandas/pandas/tests/resample/test_resample_api.py,# invalid names in the agg specification,invalid names in the agg specification
/content/pandas/pandas/io/pytables.py,# with a zone,with a zone
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# see gh-20353,see gh
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# reopen as read,reopen as read
/content/pandas/pandas/tests/frame/test_repr.py,# https://github.com/pandas-dev/pandas/pull/24134/files,httpsgithubcompandasdevpandaspullfiles
/content/pandas/pandas/core/series.py,"# Similar to Index.get_value, but we do not fall back to positional",similar to indexgetvalue but we do not fall back to positional
/content/pandas/pandas/tests/frame/methods/test_combine_first.py,# TODO: this must be datetime64,todo this must be datetime
/content/pandas/pandas/core/arrays/datetimelike.py,"# error: Argument 1 of ""__setitem__"" is incompatible with supertype",error argument  of setitem is incompatible with supertype
/content/pandas/pandas/core/arrays/datetimelike.py,"# ""Literal['s', 'ms', 'us', 'ns']"")  [return-value]",literals ms us ns  returnvalue
/content/pandas/doc/make.py,"# the import within the module, injecting it into the global namespace",the import within the module injecting it into the global namespace
/content/pandas/pandas/tests/arrays/test_datetimes.py,#  tzawareness-match,tzawarenessmatch
/content/pandas/pandas/core/arrays/datetimelike.py,"#  These are not part of the EA API, but we implement them because",these are not part of the ea api but we implement them because
/content/pandas/pandas/core/indexers/utils.py,# Indexer Conversion,indexer conversion
/content/pandas/pandas/tests/frame/indexing/test_get.py,# see gh-5652,see gh
/content/pandas/pandas/io/pytables.py,# from before we started storing timedelta64 unit,from before we started storing timedelta unit
/content/pandas/pandas/io/pytables.py,# surface any assertion errors for e.g. debugging,surface any assertion errors for eg debugging
/content/pandas/pandas/io/html.py,# try to parse the input in the simplest way,try to parse the input in the simplest way
/content/pandas/pandas/core/internals/construction.py,# return axes or defaults,return axes or defaults
/content/pandas/pandas/tests/test_algos.py,# use different NaN types for object column,use different nan types for object column
/content/pandas/pandas/core/series.py,# Set the result's name after __finalize__ is called because __finalize__,set the results name after finalize is called because finalize
/content/pandas/pandas/tests/copy_view/test_methods.py,# Original is unchanged,original is unchanged
/content/pandas/pandas/io/pytables.py,"# Because we are always 2D, there is only one new_index, so",because we are always d there is only one newindex so
/content/pandas/pandas/tests/frame/test_query_eval.py,# these are not,these are not
/content/pandas/pandas/tests/reshape/test_cut.py,#  the first entry here raises in array_to_datetime. Should truncate,the first entry here raises in arraytodatetime should truncate
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# Verify the handle was not wrapped in TextIOWrapper,verify the handle was not wrapped in textiowrapper
/content/pandas/pandas/core/generic.py,# test_fillna_nonscalar,testfillnanonscalar
/content/pandas/pandas/tests/test_algos.py,# outside of reverse_indexer,outside of reverseindexer
/content/pandas/pandas/core/dtypes/dtypes.py,"# ordered=False and ordered=None: CDT(., False) and CDT(., None)",orderedfalse and orderednone cdt false and cdt none
/content/pandas/doc/make.py,"# the file can be an ipynb and not an rst, or docutils",the file can be an ipynb and not an rst or docutils
/content/flask/tests/test_helpers.py,# Error when external=False with scheme,error when externalfalse with scheme
/content/pandas/pandas/io/parquet.py,# We are disabling nullable dtypes for fastparquet pending discussion,we are disabling nullable dtypes for fastparquet pending discussion
/content/pandas/pandas/io/pytables.py,# broadcast the indexes if needed,broadcast the indexes if needed
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# We have to use tm.assert_sp_array_equal. See GH #45126,we have to use tmassertsparrayequal see gh
/content/pandas/pandas/tests/io/pytables/test_compat.py,# # object dtype columns with strings get read as `str`,object dtype columns with strings get read as str
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# first in DD/MM/YYYY, second in MM/DD/YYYY",first in ddmmyyyy second in mmddyyyy
/content/pandas/pandas/core/arrays/datetimelike.py,# type: ignore[assignment],type ignoreassignment
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.3 10-11-12   [dayfirst=0, yearfirst=1] -> 2010-11-12 00:00:00",dayfirst yearfirst
/content/requests/tests/test_lowlevel.py,"# Verify we receive an Authorization header in response, then redirect.",verify we receive an authorization header in response then redirect
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.2 20/12/21   [dayfirst=0, yearfirst=1] -> 2020-12-21 00:00:00",dayfirst yearfirst
/content/pandas/pandas/io/pytables.py,# version requirements,version requirements
/content/pandas/pandas/core/series.py,# GH#47500 - change to TypeError to match other methods,gh  change to typeerror to match other methods
/content/pandas/pandas/core/internals/construction.py,# be copied when consolidating the blocks,be copied when consolidating the blocks
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/indexes/period.py,# Index Constructors,index constructors
/content/pandas/pandas/tests/frame/methods/test_astype.py,# GH7271 & GH16717,gh  gh
/content/pandas/pandas/tests/tools/test_to_datetime.py,# https://github.com/pandas-dev/pandas/issues/12649,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/io/pytables.py,# For datetime64tz we need to drop the TZ in tests TODO: why?,for datetimetz we need to drop the tz in tests todo why
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df2 triggers a copy-on-write for that column / block,mutating df triggers a copyonwrite for that column  block
/content/pandas/pandas/tests/indexes/period/test_partial_slicing.py,# monotonic,monotonic
/content/pandas/pandas/core/dtypes/dtypes.py,"# Because left and right have the same length and are unique,",because left and right have the same length and are unique
/content/pandas/pandas/io/pytables.py,# write the name,write the name
/content/pandas/pandas/core/tools/numeric.py,# to a numerical dtype and if a downcast method has been specified,to a numerical dtype and if a downcast method has been specified
/content/pandas/pandas/tests/indexes/base_class/test_setops.py,# (same results for py2 and py3 but sortedness not tested elsewhere),same results for py and py but sortedness not tested elsewhere
/content/pandas/pandas/tests/arrays/floating/test_to_numpy.py,#  values-dependent behavior?,valuesdependent behavior
/content/pandas/pandas/core/arrays/datetimelike.py,#  are present in this file.,are present in this file
/content/pandas/pandas/core/arrays/datetimelike.py,# do not cache or you'll create a memory leak,do not cache or youll create a memory leak
/content/pandas/pandas/tests/arithmetic/test_string.py,# ensure operation is commutative,ensure operation is commutative
/content/pandas/pandas/core/ops/array_ops.py,# Masking NA values and fallbacks for operations numpy does not support,masking na values and fallbacks for operations numpy does not support
/content/pandas/pandas/core/internals/construction.py,#  numpy would have done it for us.,numpy would have done it for us
/content/pandas/pandas/tests/test_algos.py,# could be casted to float64,could be casted to float
/content/pandas/pandas/tests/indexes/interval/test_astype.py,# int64 -> uint64 fails with negative values,int  uint fails with negative values
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# cases with only reaching one end of left,cases with only reaching one end of left
/content/pandas/pandas/tests/window/test_timeseries_window.py,# test as a frame,test as a frame
/content/pandas/pandas/core/indexers/objects.py,"# if windows is variable, default is 'right', otherwise default is 'both'",if windows is variable default is right otherwise default is both
/content/pandas/pandas/core/generic.py,"# GH#44417 cast to Series so we can use .iat below, which will be",gh cast to series so we can use iat below which will be
/content/pandas/pandas/io/parsers/python_parser.py,# Read first row after header to check if data are longer,read first row after header to check if data are longer
/content/pandas/pandas/core/arrays/datetimelike.py,# as is_integer returns True for these,as isinteger returns true for these
/content/pandas/pandas/io/pytables.py,# making an Index instance could throw a number of different errors,making an index instance could throw a number of different errors
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# width < 8 and only contain integral values.,width   and only contain integral values
/content/pandas/pandas/core/sorting.py,"# sorter _should_ already be intp, but mypy is not yet able to verify",sorter should already be intp but mypy is not yet able to verify
/content/pandas/pandas/tests/series/test_logical_ops.py,"# GH#22092, GH#19792 pre-2.0 these were aliased to setops",gh gh pre these were aliased to setops
/content/pandas/pandas/core/reshape/melt.py,# We can't concat empty list. (GH 46044),we cant concat empty list gh
/content/pandas/pandas/core/series.py,# create/copy the manager,createcopy the manager
/content/pandas/pandas/core/generic.py,# Action Methods,action methods
/content/pandas/pandas/__init__.py,# Let users know if they're missing any of our hard dependencies,let users know if theyre missing any of our hard dependencies
/content/pandas/pandas/tests/io/parser/common/test_chunksize.py,# Coercions should work without warnings.,coercions should work without warnings
/content/pandas/pandas/core/series.py,# type: ignore[attr-defined],type ignoreattrdefined
/content/pandas/pandas/tests/extension/base/ops.py,# In _check_op we check that the result of a pointwise operation,in checkop we check that the result of a pointwise operation
/content/pandas/pandas/io/pytables.py,"# mypy doesn't recognize DataFrame._AXIS_NAMES, so we re-write it here",mypy doesnt recognize dataframeaxisnames so we rewrite it here
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# Determined by cat ordering.,determined by cat ordering
/content/pandas/pandas/io/parsers/python_parser.py,# type specified in dtype param or cast_type is an EA,type specified in dtype param or casttype is an ea
/content/pandas/pandas/core/internals/construction.py,# only force a copy now if copy=True was requested,only force a copy now if copytrue was requested
/content/pandas/pandas/tests/test_algos.py,# ensure 42 is not casted to a string,ensure  is not casted to a string
/content/pandas/asv_bench/benchmarks/inference.py,"# maybe_convert_numeric depends _exclusively_ on _libs, could",maybeconvertnumeric depends exclusively on libs could
/content/pandas/pandas/core/generic.py,# type: ignore[operator],type ignoreoperator
/content/pandas/pandas/tests/frame/methods/test_round.py,# See GH#14197,see gh
/content/pandas/pandas/core/indexers/utils.py,# and will cause indexing errors.,and will cause indexing errors
/content/pandas/pandas/tests/frame/test_api.py,# But we didn't copy data,but we didnt copy data
/content/pandas/pandas/tests/config/test_config.py,# can't register an already registered option,cant register an already registered option
/content/pandas/pandas/core/dtypes/dtypes.py,"# error: Argument 1 to ""NumpyEADtype"" has incompatible type",error argument  to numpyeadtype has incompatible type
/content/pandas/pandas/io/parquet.py,# this branch is used for example when reading from non-fsspec URLs,this branch is used for example when reading from nonfsspec urls
/content/pandas/pandas/tests/io/parser/test_network.py,# more of an integration test due to the not-public contents portion,more of an integration test due to the notpublic contents portion
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# NB. max datetime in SAS dataset is 31DEC9999:23:59:59.999,nb max datetime in sas dataset is dec
/content/pandas/pandas/io/common.py,"# error: Argument 1 to ""LZMAFile"" has incompatible type ""Union[str,",error argument  to lzmafile has incompatible type unionstr
/content/pandas/pandas/io/parquet.py,# write to single output file,write to single output file
/content/pandas/pandas/tests/copy_view/test_methods.py,# TODO: Make inplace by using out parameter of ndarray.round?,todo make inplace by using out parameter of ndarrayround
/content/pandas/pandas/tests/io/json/test_ujson.py,# as it's encoded to signed.,as its encoded to signed
/content/pandas/pandas/core/internals/construction.py,"# Here we do not convert numeric dtypes, as if we wanted that,",here we do not convert numeric dtypes as if we wanted that
/content/pandas/pandas/tests/io/pytables/test_read.py,# GH 10392 - make sure column name is preserved,gh   make sure column name is preserved
/content/pandas/pandas/core/arrays/datetimelike.py,# TODO: Deprecate this case,todo deprecate this case
/content/pandas/pandas/tests/arrays/test_datetimes.py,"# The .value's would match (so they would compare as equal),",the values would match so they would compare as equal
/content/pandas/pandas/io/pytables.py,# write the labels,write the labels
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-6607: sniff separator,see gh sniff separator
/content/pandas/pandas/core/arrays/datetimelike.py,"# TODO: try to de-duplicate these, ensure identical behavior",todo try to deduplicate these ensure identical behavior
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.1 10-11-12   [dayfirst=0, yearfirst=1] -> 2010-11-12 00:00:00",dayfirst yearfirst
/content/pandas/pandas/tests/series/test_logical_ops.py,# GH#9016: support bitwise op for integer types,gh support bitwise op for integer types
/content/pandas/pandas/core/dtypes/dtypes.py,# Use pyarrow itemsize for fixed-width data types,use pyarrow itemsize for fixedwidth data types
/content/pandas/pandas/tests/extension/test_sparse.py,"#  If we did, the 0-cases would xpass",if we did the cases would xpass
/content/pandas/pandas/tests/series/test_arithmetic.py,# DatetimeArray or TimedeltaArray which is an ExtensionArray,datetimearray or timedeltaarray which is an extensionarray
/content/pandas/pandas/tests/test_algos.py,# we are expecting to return in the order,we are expecting to return in the order
/content/pandas/pandas/tests/tools/test_to_datetime.py,# Need at least 50 to ensure cache is used.,need at least  to ensure cache is used
/content/pandas/pandas/tests/tools/test_to_datetime.py,# so this test will not detect the regression introduced in #18666.,so this test will not detect the regression introduced in
/content/pandas/pandas/tests/tools/test_to_datetime.py,# test proper behavior with errors,test proper behavior with errors
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,"# fallback casting, but not castable",fallback casting but not castable
/content/pandas/pandas/tests/arrays/sparse/test_libsparse.py,# Indices must be strictly ascending.,indices must be strictly ascending
/content/pandas/pandas/core/dtypes/dtypes.py,# pa.duration(unit).to_pandas_dtype() returns ns units,padurationunittopandasdtype returns ns units
/content/pandas/pandas/tests/dtypes/test_missing.py,"# np.nan vs float(""NaN"") we consider as matching",npnan vs floatnan we consider as matching
/content/pandas/pandas/_typing.py,# applymap,applymap
/content/pandas/pandas/core/series.py,# Combination,combination
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# here, we pass on fill_value as a scalar directly; the expected value",here we pass on fillvalue as a scalar directly the expected value
/content/pandas/pandas/core/generic.py,# GH 24704: self.items handles duplicate column names,gh  selfitems handles duplicate column names
/content/pandas/pandas/tests/tools/test_to_datetime.py,# NaN before integers with invalid date values,nan before integers with invalid date values
/content/pandas/pandas/core/generic.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/tests/tools/test_to_datetime.py,# The 3 tests below are locale-dependent.,the  tests below are localedependent
/content/pandas/pandas/tests/arrays/test_datetimes.py,# deprecated in favor of tz_localize,deprecated in favor of tzlocalize
/content/pandas/pandas/tests/series/test_logical_ops.py,# different length,different length
/content/pandas/pandas/tests/io/json/test_ujson.py,# Make sure explicit encode_html_chars=False works.,make sure explicit encodehtmlcharsfalse works
/content/pandas/pandas/tests/strings/test_cat.py,# all-NA caller (only for Series),allna caller only for series
/content/pandas/pandas/tests/tools/test_to_datetime.py,# GH 14156 & GH 20445: argument will incur floating point errors,gh   gh  argument will incur floating point errors
/content/pandas/pandas/tests/frame/test_query_eval.py,# GH7192: Note we need a large number of rows to ensure this,gh note we need a large number of rows to ensure this
/content/pandas/pandas/tests/series/test_logical_ops.py,# TODO(infer_string) should this behave differently?,todoinferstring should this behave differently
/content/pandas/pandas/core/arrays/datetimelike.py,# if self._freq is *not* None then we already inferred a freq,if selffreq is not none then we already inferred a freq
/content/pandas/pandas/tests/io/parser/usecols/test_usecols_basic.py,# see gh-14671,see gh
/content/pandas/pandas/core/dtypes/dtypes.py,# partially-initialized,partiallyinitialized
/content/pandas/pandas/io/pytables.py,#  both self._filters and EA,both selffilters and ea
/content/pandas/pandas/tests/window/test_timeseries_window.py,# xref GH13965,xref gh
/content/pandas/pandas/io/common.py,# Only for write methods,only for write methods
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# complex filled with float,complex filled with float
/content/pandas/pandas/tests/tools/test_to_datetime.py,# `tm.set_timezone` does not work in windows,tmsettimezone does not work in windows
/content/pandas/pandas/io/pytables.py,# return the number of rows removed,return the number of rows removed
/content/pandas/pandas/core/internals/construction.py,# 4) convert_non_numeric?,convertnonnumeric
/content/pandas/pandas/core/series.py,"# error: Variable ""pandas.core.series.Series.str"" is not valid as a type",error variable pandascoreseriesseriesstr is not valid as a type
/content/pandas/pandas/core/internals/construction.py,# by definition an array here,by definition an array here
/content/pandas/pandas/io/common.py,# close the most recently added buffer first,close the most recently added buffer first
/content/pandas/pandas/core/generic.py,# Construction,construction
/content/pandas/pandas/tests/tools/test_to_datetime.py,"#  which fails. With errors=""coerce"" this becomes NaT.",which fails with errorscoerce this becomes nat
/content/pandas/pandas/core/arrays/datetimelike.py,# GH#19124 pd.NaT is treated like a timedelta for both timedelta,gh pdnat is treated like a timedelta for both timedelta
/content/pandas/pandas/tests/window/test_timeseries_window.py,# rolling time-series friendly,rolling timeseries friendly
/content/pandas/pandas/io/pytables.py,# needed for mypy,needed for mypy
/content/pandas/pandas/core/arrays/datetimelike.py,"# We did a view to M8[ns] above, now we go the other direction",we did a view to mns above now we go the other direction
/content/pandas/pandas/core/arrays/datetimelike.py,#  as ndarray[object],as ndarrayobject
/content/pandas/pandas/tests/extension/uuid/test_uuid.py,# ExtensionDtype overrides,extensiondtype overrides
/content/pandas/pandas/core/tools/numeric.py,"# pandas support goes only to np.float32,",pandas support goes only to npfloat
/content/pandas/pandas/core/series.py,#  see tests.series.timeseries.test_mpl_compat_hack,see testsseriestimeseriestestmplcompathack
/content/pandas/pandas/core/internals/construction.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/io/sas/sas7bdat.py,# unknown purpose,unknown purpose
/content/pandas/pandas/core/generic.py,# impact if attrs are not used; i.e. attrs is an empty dict.,impact if attrs are not used ie attrs is an empty dict
/content/pandas/pandas/io/pytables.py,# construct groups of consecutive rows,construct groups of consecutive rows
/content/pandas/pandas/core/generic.py,"# type: ignore[call-overload, misc]",type ignorecalloverload misc
/content/pandas/pandas/tests/copy_view/test_methods.py,# that guarantee,that guarantee
/content/pandas/pandas/core/series.py,# the asarray is needed to avoid returning a 2D DatetimeArray,the asarray is needed to avoid returning a d datetimearray
/content/pandas/pandas/core/generic.py,# Indexing Methods,indexing methods
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# formatting,formatting
/content/pandas/pandas/tests/io/parser/test_na_values.py,# mismatched exception message,mismatched exception message
/content/pandas/pandas/tests/arrays/test_datetimes.py,# previously there was a bug where with non-pytz right would be,previously there was a bug where with nonpytz right would be
/content/flask/src/flask/ctx.py,# This allows a custom open_session method to use the request context.,this allows a custom opensession method to use the request context
/content/pandas/pandas/core/generic.py,# GH 18561 MultiIndex.drop should raise if label is absent,gh  multiindexdrop should raise if label is absent
/content/pandas/pandas/tests/tools/test_to_datetime.py,# These should all be equal with infinite perf; this gives,these should all be equal with infinite perf this gives
/content/pandas/pandas/core/sorting.py,# all levels done!,all levels done
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# for datetime dtypes, scalar values get cast to to_datetime64",for datetime dtypes scalar values get cast to todatetime
/content/pandas/pandas/_typing.py,# quantile interpolation,quantile interpolation
/content/pandas/pandas/core/generic.py,# Attribute access,attribute access
/content/pandas/pandas/tests/extension/json/array.py,"# factorize_array expects 1-d array, this is a len-0 2-d array.",factorizearray expects d array this is a len d array
/content/pandas/pandas/io/common.py,# so we can index,so we can index
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# other memory requests of parser otherwise modify the contents,other memory requests of parser otherwise modify the contents
/content/pandas/pandas/core/indexes/accessors.py,"# return the result as a Series, which is by definition a copy",return the result as a series which is by definition a copy
/content/pandas/pandas/tests/window/test_api.py,# passed lambda,passed lambda
/content/pandas/pandas/io/common.py,"# If a buffer does not have the above ""-able"" methods, we simply assume they are",if a buffer does not have the above able methods we simply assume they are
/content/pandas/pandas/tests/series/test_arithmetic.py,# Categorical Dtype Comparisons,categorical dtype comparisons
/content/pandas/pandas/tests/dtypes/test_missing.py,# mixed arrays / lists in left and right,mixed arrays  lists in left and right
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# index.append name match,indexappend name match
/content/pandas/pandas/tests/io/json/test_ujson.py,# No key.,no key
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# decimals.,decimals
/content/pandas/pandas/core/series.py,# pragma: no cover,pragma no cover
/content/pandas/pandas/tests/extension/test_categorical.py,"# When adding categoricals in combine, result is a string",when adding categoricals in combine result is a string
/content/pandas/pandas/core/arrays/datetimelike.py,# GH#34479 the nanops call will raise a TypeError for non-td64 dtype,gh the nanops call will raise a typeerror for nontd dtype
/content/pandas/pandas/core/generic.py,"# i.e. Series, can dispatch to EA",ie series can dispatch to ea
/content/pandas/pandas/core/generic.py,#  1) regex is dict-like and 2) to_replace is None,regex is dictlike and  toreplace is none
/content/pandas/pandas/core/series.py,# error: Cannot determine type of 'reindex',error cannot determine type of reindex
/content/pandas/pandas/io/pytables.py,# recreate with tz if indicated,recreate with tz if indicated
/content/pandas/pandas/io/parsers/python_parser.py,"# we have a mi columns, so read an extra line",we have a mi columns so read an extra line
/content/pandas/pandas/tests/io/test_orc.py,# Only testing the first 10 rows of data,only testing the first  rows of data
/content/pandas/pandas/core/generic.py,# error: Keywords must be strings,error keywords must be strings
/content/pandas/pandas/io/common.py,"# error: Argument ""fileobj"" to ""_BytesTarFile"" has incompatible",error argument fileobj to bytestarfile has incompatible
/content/pandas/pandas/tests/dtypes/test_missing.py,#  three for the tz-naive `now` and exclude the datetim64 variant,three for the tznaive now and exclude the datetim variant
/content/pandas/pandas/io/pytables.py,"# EA, use block shape pretending it is 2D",ea use block shape pretending it is d
/content/pandas/pandas/tests/arrays/boolean/test_arithmetic.py,# Test generic characteristics / errors,test generic characteristics  errors
/content/pandas/pandas/io/pytables.py,# remove names for 'level_%d',remove names for leveld
/content/pandas/pandas/tests/indexes/ranges/test_join.py,# Join withRangeIndex,join withrangeindex
/content/pandas/pandas/tests/series/test_arithmetic.py,# this is an ExtensionArray,this is an extensionarray
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# respect duplicates instead of taking,respect duplicates instead of taking
/content/pandas/pandas/tests/indexes/categorical/test_category.py,# noqa: RUF005,noqa ruf
/content/pandas/pandas/core/generic.py,#  was preserved.,was preserved
/content/pandas/pandas/core/generic.py,"# reindex_multi calls self.values, so we only want to go",reindexmulti calls selfvalues so we only want to go
/content/pandas/pandas/tests/io/parser/test_na_values.py,# mismatched shapes,mismatched shapes
/content/pandas/pandas/io/json/_json.py,"# Otherwise, we read it into memory for the `read` method.",otherwise we read it into memory for the read method
/content/pandas/pandas/tests/io/pytables/test_timezones.py,# select with tz aware,select with tz aware
/content/pandas/pandas/core/indexes/accessors.py,# pyright: ignore[reportInconsistentConstructor],pyright ignorereportinconsistentconstructor
/content/pandas/pandas/core/generic.py,# type: ignore[operator],type ignoreoperator
/content/pandas/pandas/core/dtypes/dtypes.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/tests/series/methods/test_reindex.py,# floats,floats
/content/pandas/pandas/io/common.py,# already closed,already closed
/content/pandas/pandas/tests/series/methods/test_compare.py,# Issue https://github.com/pandas-dev/pandas/issues/45506,issue httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/tools/test_to_datetime.py,# See GH#18666,see gh
/content/pandas/pandas/io/parsers/python_parser.py,"# error: Unexpected keyword argument ""true_values"" for",error unexpected keyword argument truevalues for
/content/pandas/pandas/tests/dtypes/test_missing.py,# list of strings / unicode,list of strings  unicode
/content/pandas/pandas/core/arrays/datetimelike.py,# like a timedelta.,like a timedelta
/content/pandas/pandas/tests/util/test_assert_series_equal.py,# while we're here do Index too,while were here do index too
/content/pandas/pandas/tests/indexes/ranges/test_setops.py,# GH#12034 Cases where we operate against another RangeIndex and may,gh cases where we operate against another rangeindex and may
/content/requests/src/requests/api.py,"# By using the 'with' statement we are sure the session is closed, thus we",by using the with statement we are sure the session is closed thus we
/content/pandas/pandas/core/internals/construction.py,#  are already caught above,are already caught above
/content/pandas/pandas/core/generic.py,"# error: Argument 1 to ""pos"" has incompatible type ""Union",error argument  to pos has incompatible type union
/content/pandas/pandas/io/pytables.py,"# attribute ""itemsize""",attribute itemsize
/content/pandas/pandas/tests/window/test_expanding.py,# min_periods is working correctly,minperiods is working correctly
/content/pandas/pandas/io/common.py,# Binary mode,binary mode
/content/pandas/pandas/tests/reshape/merge/test_merge_index_as_string.py,# Handle on param if specified,handle on param if specified
/content/pandas/pandas/tests/io/pytables/test_errors.py,# more invalid,more invalid
/content/pandas/pandas/io/pytables.py,# type: ignore[arg-type],type ignoreargtype
/content/pandas/pandas/core/generic.py,# restrict to same-length tuples,restrict to samelength tuples
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# 2.5.3 20/12/21   [dayfirst=0, yearfirst=0] -> 2021-12-20 00:00:00",dayfirst yearfirst
/content/pandas/pandas/core/arrays/datetimelike.py,"# GH#21282 indexing with Ellipsis is similar to a full slice,",gh indexing with ellipsis is similar to a full slice
/content/pandas/doc/make.py,# do not generate any warning when parsing the rst,do not generate any warning when parsing the rst
/content/pandas/pandas/core/series.py,# Looking for NaN in dict doesn't work ({np.nan : 1}[float('nan')],looking for nan in dict doesnt work npnan  floatnan
/content/pandas/pandas/tests/io/test_clipboard.py,# Tests reading of white space separated tables,tests reading of white space separated tables
/content/pandas/pandas/core/dtypes/dtypes.py,# note: freq is already of type str!,note freq is already of type str
/content/pandas/pandas/core/internals/construction.py,"# if they are equal, there is nothing to do",if they are equal there is nothing to do
/content/pandas/pandas/tests/test_algos.py,# Anything but object and we get all-False shortcut,anything but object and we get allfalse shortcut
/content/pandas/pandas/tests/tools/test_to_datetime.py,# dateutil >= 2.5.0 defaults to yearfirst=True,dateutil   defaults to yearfirsttrue
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# the formatters do not break this behaviour,the formatters do not break this behaviour
/content/pandas/pandas/tests/tools/test_to_datetime.py,# we cast to closest supported unit,we cast to closest supported unit
/content/pandas/pandas/tests/window/test_timeseries_window.py,# so we need to drop the day,so we need to drop the day
/content/pandas/pandas/__init__.py,# pytables,pytables
/content/pandas/pandas/tests/reshape/merge/test_join.py,# corner cases,corner cases
/content/pandas/pandas/io/pytables.py,# coordinates here,coordinates here
/content/pandas/pandas/io/pytables.py,# before their children.),before their children
/content/pandas/pandas/io/pytables.py,# -1s in the codes and nulls :<,s in the codes and nulls
/content/pandas/pandas/core/ops/array_ops.py,# Avoid possible ambiguities with pd.NaT,avoid possible ambiguities with pdnat
/content/pandas/pandas/core/series.py,# input types through the pa.chunked_array(..) call,input types through the pachunkedarray call
/content/pandas/pandas/tests/series/test_logical_ops.py,# True | np.nan => True,true  npnan  true
/content/pandas/pandas/io/pytables.py,# collect the tables,collect the tables
/content/pandas/pandas/io/json/_normalize.py,# Determine we have a JSON list to turn to lines otherwise just return the,determine we have a json list to turn to lines otherwise just return the
/content/pandas/pandas/tests/series/methods/test_clip.py,# naive and tz-aware datetimes,naive and tzaware datetimes
/content/pandas/pandas/tests/extension/test_sparse.py,# https://github.com/pandas-dev/pandas/issues/20762,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/core/arrays/datetimelike.py,# e.g. TestTimedelta64ArithmeticUnsorted::test_timedelta,eg testtimedeltaarithmeticunsortedtesttimedelta
/content/pandas/pandas/core/reshape/melt.py,# frame is a copy,frame is a copy
/content/pandas/scripts/validate_rst_title_capitalization.py,# Remove a URL from the title. We do this because words in a URL must,remove a url from the title we do this because words in a url must
/content/pandas/pandas/io/pytables.py,# write the chunks,write the chunks
/content/pandas/pandas/core/series.py,# produced by divmod or rdivmod,produced by divmod or rdivmod
/content/pandas/pandas/core/arrays/datetimelike.py,# TODO: can we reuse is_date_array_normalized?  would need a skipna kwd,todo can we reuse isdatearraynormalized  would need a skipna kwd
/content/pandas/pandas/io/pytables.py,# recursively create the groups,recursively create the groups
